No,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
462,204120,T. Vaclík,29,Czech Republic,80,81,Sevilla FC,€11.5M,17,Right,1,3,1,Medium/ Medium,GK,1,4-Jul-18,2021,6'2,187lbs,15,14,19,17,13,14,17,16,38,20,34,35,32,76,53,20,70,35,73,16,29,22,15,68,13,60,19,18,18,82,72,74,81,85
463,203841,N. Pope,26,England,80,83,Burnley,€13M,48,Right,1,3,1,Medium/ Medium,GK,23,20-Jul-16,2020,6'7,168lbs,11,14,11,32,14,15,13,12,35,24,50,47,36,71,45,17,72,37,73,15,36,21,13,43,22,62,14,15,14,79,80,74,80,80
464,203747,Héctor Bellerín,23,Spain,80,85,Arsenal,€16.5M,85,Right,3,3,3,High/ Low,RB,2,1-Jul-14,2023,5'10,163lbs,76,52,60,76,41,75,63,50,59,78,94,91,82,78,77,52,63,84,58,43,72,77,67,66,62,70,75,78,80,8,14,14,13,12
465,203605,P. Kade?ábek,26,Czech Republic,80,81,TSG 1899 Hoffenheim,€14M,39,Right,2,2,3,High/ Medium,RWB,2,1-Jul-15,2023,6'0,179lbs,86,28,71,77,57,76,57,52,69,77,78,78,66,82,66,66,69,86,79,41,78,72,72,68,54,78,72,79,76,10,11,14,13,7
466,203042,J. Butland,25,England,80,85,Stoke City,€14M,39,Right,2,3,1,Medium/ Medium,GK,13,31-Jan-13,2021,6'5,209lbs,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,29,76,40,79,13,40,27,16,40,42,62,23,13,11,82,77,71,80,84
467,202849,J. Vestergaard,25,Denmark,80,81,Southampton,€14.5M,51,Right,2,4,2,Medium/ Medium,CB,3,13-Jul-18,2022,6'6,216lbs,46,34,87,67,28,44,41,52,80,54,35,38,29,78,28,83,33,54,94,47,84,83,46,60,75,77,77,83,77,16,11,11,15,10
468,202695,J. Tarkowski,25,England,80,83,Burnley,€15.5M,56,Right,1,4,2,Medium/ Medium,RCB,5,1-Feb-16,2022,6'4,179lbs,59,36,80,73,40,66,54,57,72,70,55,63,58,75,57,63,82,69,81,38,79,79,43,66,52,79,79,82,80,14,8,12,9,7
469,202477,Deulofeu,24,Spain,80,82,Watford,€18.5M,56,Right,3,4,4,High/ Low,RS,7,11-Jun-18,2023,5'10,161lbs,75,69,40,78,68,88,84,77,62,86,89,88,94,74,77,72,70,70,54,66,40,25,77,76,77,76,34,30,22,12,16,14,11,11
470,202335,E. Dier,24,England,80,84,Tottenham Hotspur,€16.5M,73,Right,2,3,2,Medium/ High,CDM,4,2-Aug-14,2021,6'2,198lbs,67,52,82,77,51,65,60,74,78,70,62,68,52,78,38,82,77,78,89,72,91,81,53,67,70,77,82,81,83,11,14,6,13,9
471,201377,J. Murillo,26,Colombia,80,84,Valencia CF,€16M,38,Right,2,2,2,Medium/ High,LCB,22,18-Aug-18,2022,6'0,172lbs,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82,14,13,8,11,14
472,201144,M. Badelj,29,Croatia,80,80,Lazio,€11.5M,53,Right,2,4,3,Medium/ Medium,CDM,25,1-Aug-18,2022,6'1,176lbs,69,54,66,82,66,72,64,58,82,80,55,56,68,78,64,72,58,79,71,74,76,80,62,78,68,72,79,78,76,8,9,14,15,6
473,201119,Ismaily,28,Brazil,80,80,Shakhtar Donetsk,€11.5M,1,Left,1,2,4,High/ High,LB,31,14-Feb-13,2023,5'10,181lbs,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10
474,200536,N. Schulz,25,Germany,80,81,TSG 1899 Hoffenheim,€14.5M,37,Left,1,2,3,High/ Medium,LWB,16,8-Jul-17,2020,5'11,172lbs,83,48,54,78,49,79,59,42,70,78,88,86,76,78,73,65,60,79,76,40,72,74,73,67,56,75,74,76,77,13,9,15,7,14
475,200458,L. Digne,24,France,80,84,Everton,€16M,79,Left,2,3,4,High/ Medium,LB,12,1-Aug-18,2023,5'10,163lbs,82,52,68,81,45,76,68,67,69,82,76,75,68,77,79,77,73,79,69,69,75,81,69,72,60,76,73,77,82,6,12,9,6,13
476,200318,M. Uth,26,Germany,80,81,FC Schalke 04,€17.5M,42,Left,1,3,3,Medium/ High,ST,7,1-Jul-18,2022,6'1,159lbs,67,85,69,72,74,78,60,57,68,78,77,76,74,85,67,85,77,75,67,84,61,39,83,71,74,76,34,33,25,9,11,8,9,11
477,200315,Cristian Tello,26,Spain,80,80,Real Betis,€16M,30,Right,2,4,3,Medium/ Low,LM,11,1-Jul-17,2022,5'10,143lbs,78,74,47,77,75,82,81,64,70,81,92,89,82,72,79,78,72,73,58,71,48,26,74,74,56,66,55,30,26,15,12,9,7,13
478,199206,D. Vida,29,Croatia,80,80,Be?ikta? JK,€11.5M,55,Right,3,3,2,Medium/ High,LCB,24,3-Jan-18,2022,6'0,168lbs,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,75,85,79,83,16,13,10,9,8
479,199110,L. Muriel,27,Colombia,80,81,Sevilla FC,€17.5M,24,Right,2,4,4,High/ Medium,ST,14,11-Jul-17,2022,5'10,174lbs,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6
480,199069,V. Aboubakar,26,Cameroon,80,82,FC Porto,€18M,19,Right,3,3,5,High/ Medium,ST,9,24-Aug-14,2021,6'0,181lbs,57,80,77,75,81,81,80,67,68,80,76,83,72,77,63,81,78,83,85,75,77,33,80,81,76,86,44,23,19,8,10,9,7,8
481,198784,A. Oxlade-Chamberlain,24,England,80,85,Liverpool,€19.5M,94,Right,2,4,4,High/ High,CM,21,31-Aug-17,2022,5'9,154lbs,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9
482,197853,S. Aurier,25,Ivory Coast,80,83,Tottenham Hotspur,€15.5M,82,Right,2,3,3,High/ High,RB,17,31-Aug-17,2022,5'9,168lbs,83,54,75,78,47,76,69,30,72,79,79,78,73,81,76,71,94,77,74,58,86,79,72,71,64,75,75,81,82,7,10,15,16,9
483,197061,J. Matip,26,Cameroon,80,82,Liverpool,€15M,99,Right,2,2,2,Medium/ Medium,CB,32,1-Jul-16,2020,6'4,198lbs,54,36,82,77,50,65,63,22,74,69,55,69,55,80,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78,11,15,10,7,10
484,195861,Y. Rakitskyi,28,Ukraine,80,80,Shakhtar Donetsk,€12M,1,Left,2,3,3,High/ Medium,LCB,44,1-Aug-09,2022,6'1,183lbs,68,57,69,78,53,69,75,77,84,73,69,72,68,76,73,87,74,82,84,86,84,82,53,75,50,78,78,83,81,12,16,7,12,6
485,194879,Sergi Enrich,28,Spain,80,80,SD Eibar,€15.5M,34,Right,2,4,3,High/ High,RS,9,12-Jul-15,2019,5'11,170lbs,70,81,81,79,82,76,55,47,61,80,60,65,70,82,67,77,81,80,83,70,66,42,84,72,63,69,31,46,31,8,8,8,14,6
486,194794,A. Yarmolenko,28,Ukraine,80,80,West Ham United,€15M,92,Left,3,2,4,High/ Medium,RM,20,11-Jul-18,2022,6'3,183lbs,80,77,69,78,74,86,83,75,74,83,69,76,73,82,67,83,61,60,76,83,76,54,79,78,85,74,37,35,30,9,5,6,5,14
487,194229,Hugo Mallo,27,Spain,80,81,RC Celta,€13.5M,27,Right,2,3,3,High/ Medium,RB,2,1-Jul-09,2023,5'9,159lbs,84,28,65,71,28,69,78,38,68,80,71,71,77,80,66,74,82,91,69,39,76,81,46,64,23,70,69,81,82,14,9,7,9,15
488,194022,André Almeida,27,Portugal,80,80,SL Benfica,€12M,15,Right,2,3,3,Medium/ High,RB,34,1-Jul-11,2021,6'1,176lbs,80,54,74,78,45,75,77,42,75,79,65,66,66,82,60,70,77,84,78,67,81,81,66,69,43,77,82,82,79,14,6,7,12,8
489,193886,D. Didavi,28,Germany,80,80,VfB Stuttgart,€15M,44,Left,2,3,3,Medium/ Medium,CAM,10,1-Jul-18,2021,5'11,170lbs,75,80,58,80,73,81,78,75,75,83,70,67,75,81,73,88,76,66,76,87,70,51,82,74,65,79,36,59,49,12,11,10,14,6
490,193352,R. Rodríguez,25,Switzerland,80,83,Milan,€15.5M,81,Left,3,3,4,Medium/ Medium,LB,13,1-Jul-17,2021,5'11,170lbs,86,59,64,78,67,76,82,84,78,78,73,73,73,80,70,78,73,77,75,72,75,80,68,74,83,80,80,78,78,14,13,14,14,11
491,193061,R. Pereyra,27,Argentina,80,80,Watford,€15.5M,65,Right,2,4,4,High/ Medium,LM,7,19-Aug-16,2021,6'0,170lbs,78,74,60,82,73,84,78,72,75,84,75,76,75,74,73,68,65,77,63,74,66,70,76,80,72,78,50,64,70,4,5,3,4,8
492,192789,Mario Gaspar,27,Spain,80,80,Villarreal CF,€12M,35,Right,2,3,3,High/ Medium,RB,2,1-Jul-08,2023,6'0,163lbs,79,68,65,77,77,73,75,54,69,76,76,80,68,79,60,81,73,77,79,69,78,80,64,57,50,69,81,81,82,9,12,8,9,15
493,191687,Maicon,29,Brazil,80,80,Galatasaray SK,€11.5M,63,Right,2,3,2,Medium/ High,CB,3,1-Jul-17,2021,6'3,196lbs,70,40,83,67,29,55,70,74,75,60,52,60,33,66,45,85,71,70,90,67,88,79,44,52,52,71,82,82,76,15,11,14,10,6
494,190815,D. Blind,28,Netherlands,80,80,Ajax,€12M,22,Left,3,4,3,Medium/ Medium,LB,5,17-Jul-18,2022,5'11,159lbs,81,46,72,83,62,73,84,62,83,80,62,53,72,84,75,68,72,83,74,62,72,83,66,76,56,81,78,81,77,12,9,10,14,10
495,190778,J. Zoet,27,Netherlands,80,83,PSV,€12.5M,16,Right,2,4,1,Medium/ Medium,GK,13,1-Jul-09,2021,6'2,194lbs,17,12,19,37,19,15,13,20,38,34,57,45,54,77,42,25,57,40,65,17,18,21,11,57,27,61,25,18,16,79,77,77,79,83
496,190544,A. Ljaji?,26,Serbia,80,81,Be?ikta? JK,€17.5M,52,Right,2,4,4,High/ Low,CAM,22,,30-Jun-19,6'0,163lbs,72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75,39,35,35,6,14,7,6,12
497,190286,Canales,27,Spain,80,80,Real Betis,€15.5M,30,Left,2,3,3,High/ Medium,RCM,6,3-Jul-18,2022,5'11,163lbs,79,77,38,84,63,81,81,79,70,80,67,62,69,79,69,71,36,55,56,78,55,50,81,82,66,65,60,23,16,15,12,16,13,12
498,190264,Iago Falqué,28,Spain,80,80,Torino,€15M,59,Left,3,3,4,High/ High,RW,14,4-Jan-17,2022,5'9,152lbs,78,75,53,82,69,84,80,75,74,85,79,76,85,78,85,70,36,74,53,75,48,26,80,78,77,78,54,36,32,15,5,14,13,7
499,189805,L. de Jong,27,Netherlands,80,80,PSV,€16M,23,Right,2,3,2,Medium/ High,ST,19,12-Jul-14,2021,6'2,190lbs,66,79,93,76,83,66,63,66,64,76,53,57,58,81,59,84,81,83,84,69,52,38,84,69,64,77,44,43,37,16,10,8,8,11
500,189690,Guaita,31,Spain,80,80,Crystal Palace,€9M,48,Right,2,3,1,Medium/ Medium,GK,31,1-Jul-18,2021,6'3,176lbs,35,11,20,39,13,16,32,20,33,24,51,52,63,72,48,45,68,41,62,15,24,27,13,52,29,62,23,15,17,82,81,79,77,82
